audio_recording_id,start_time_seconds,end_time_seconds,low_frequency_hertz,high_frequency_hertz,tags,Powerful owl,Barking owl,Southern boobook,Eastern barn owl,Masked owl,Other birds,Koala,Possum,Insects,Frogs,Car,Nothing,Wind / rain,Something else
9,2512,2522,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
9,3034,3044,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
9,40,50,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
24,46,56,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
27,4504,4514,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
28,1623,1633,0,11025,107:Southern Boobook|115:frogs,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
28,1428,1438,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
28,441,451,0,11025,106:Barking Owl|105:Insects,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
28,3526,3536,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
28,1368,1378,0,11025,107:Southern Boobook|114:birds,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
28,1368,1378,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
28,1368,1378,0,11025,106:Barking Owl|116:wind|117:rain,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
28,1368,1378,0,11025,107:Southern Boobook,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
28,1368,1378,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
28,498,508,0,11025,105:Insects|115:frogs,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO
28,1638,1648,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
28,498,508,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
28,1638,1648,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
28,498,508,0,11025,106:Barking Owl,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
28,1638,1648,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
28,498,508,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
28,1638,1648,0,11025,114:birds|116:wind|117:rain,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
28,498,508,0,11025,105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES
28,1638,1648,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
41,2256,2266,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
41,2297,2307,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
42,2086,2096,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
42,757,767,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
42,1593,1603,0,11025,107:Southern Boobook|105:Insects|115:frogs,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO
42,757,767,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1593,1603,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,757,767,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
42,3685,3695,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1541,1551,0,11025,105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
42,3685,3695,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
42,1541,1551,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,3685,3695,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1541,1551,0,11025,114:birds|105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO
42,3685,3695,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1541,1551,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
42,3685,3695,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1541,1551,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1205,1215,0,11025,107:Southern Boobook|105:Insects,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,349,359,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1813,1823,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,349,359,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,349,359,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,0,11025,115:frogs,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,349,359,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1205,1215,0,11025,115:frogs,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,349,359,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1205,1215,0,11025,107:Southern Boobook|105:Insects|115:frogs|116:wind|117:rain,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO
42,349,359,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1813,1823,0,11025,114:birds|105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO
42,3519,3529,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
42,1169,1179,0,11025,105:Insects|115:frogs|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO
42,1621,1631,0,11025,114:birds|105:Insects|115:frogs,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO
42,1621,1631,0,11025,115:frogs,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,1397,1407,0,11025,114:birds|105:Insects|115:frogs,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES
42,1621,1631,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1565,1575,0,11025,107:Southern Boobook|116:wind|117:rain,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
42,2337,2347,0,11025,105:Insects|115:frogs|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO
42,1621,1631,0,11025,107:Southern Boobook|105:Insects,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,3519,3529,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES
42,1621,1631,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1169,1179,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES
42,1169,1179,0,11025,115:frogs,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,3519,3529,0,11025,114:birds|115:frogs,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES
42,1621,1631,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,3519,3529,0,11025,115:frogs,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,1169,1179,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,3519,3529,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1169,1179,0,11025,105:Insects|115:frogs,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO
42,3519,3529,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1621,1631,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1169,1179,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1621,1631,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,0,11025,105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
42,1397,1407,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES
42,2337,2347,0,11025,114:birds|116:wind|117:rain,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
42,1565,1575,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1397,1407,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,1565,1575,0,11025,107:Southern Boobook|105:Insects,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1397,1407,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,1565,1575,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,1397,1407,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
42,1565,1575,0,11025,107:Southern Boobook|105:Insects,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,0,11025,105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
42,1397,1407,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
42,1397,1407,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
42,1565,1575,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1397,1407,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,0,11025,105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
42,1565,1575,0,11025,106:Barking Owl|105:Insects,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1397,1407,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1565,1575,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1565,1575,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
43,1332,1342,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
45,4128,4138,0,11025,115:frogs,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
45,100,110,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
49,4191,4201,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
50,65,75,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
50,2636,2646,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
55,5025,5035,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
57,3835,3845,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
66,3942,3952,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
73,2373,2383,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
86,4223,4233,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
88,5555,5565,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
112,6054,6064,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
120,5689,5699,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
123,6857,6867,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
124,613,623,0,11025,107:Southern Boobook,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
130,6655,6665,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
135,1794,1804,0,11025,106:Barking Owl,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
141,4748,4758,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
142,3059,3069,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
158,1621,1631,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
158,1002,1012,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
162,4179,4189,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
163,2866,2876,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
172,3953,3963,0,11025,105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
193,1723,1733,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
194,2757,2767,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
201,228,238,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
207,856,866,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
207,586,596,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
210,4009,4019,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
216,3,13,0,11025,114:birds|104:Car,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
236,3245,3255,0,11025,114:birds|104:Car,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
239,69,79,0,11025,107:Southern Boobook,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
241,3764,3774,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
241,819,829,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
253,3,13,0,11025,114:birds|104:Car,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
264,292,302,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
264,5325,5335,0,11025,108:Eastern Barn Owl,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
267,1374,1384,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
272,6397,6407,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
277,6423,6433,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
277,1913,1923,0,11025,105:Insects|104:Car,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES
280,1252,1262,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
282,3528,3538,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
287,170,180,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
296,4322,4332,0,11025,106:Barking Owl,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
296,4326,4336,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
296,4322,4332,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
296,4326,4336,0,11025,106:Barking Owl,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
296,4322,4332,0,11025,114:birds|105:Insects,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES
296,4322,4332,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
301,2538,2548,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
306,11,21,0,11025,114:birds|105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO
309,3209,3219,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
309,421,431,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES
309,3473,3483,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
349,3779,3789,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
349,4615,4625,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
380,4221,4231,0,11025,106:Barking Owl,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
388,6230,6240,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
396,1920,1930,0,11025,105:Insects|104:Car,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO
399,0,10,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
414,203,213,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
414,4618,4628,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
415,155,165,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
428,4473,4483,0,11025,102:Powerful Owl,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
430,1440,1450,0,11025,106:Barking Owl,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
431,5170,5180,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
431,1365,1375,0,11025,114:birds|116:wind|117:rain,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
453,3292,3302,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
456,2,12,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
466,251,261,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
467,1339,1349,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
471,3838,3848,0,11025,105:Insects|104:Car,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO
471,282,292,0,11025,105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
474,2101,2111,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
478,266,276,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
479,1973,1983,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
492,1255,1265,0,11025,106:Barking Owl|107:Southern Boobook,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
505,5,15,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
505,2864,2874,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
510,775,785,0,11025,114:birds|105:Insects|116:wind|117:rain,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES
510,278,288,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
510,853,863,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
518,6533,6543,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
523,33,43,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
526,78,88,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
541,67,77,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
542,877,887,0,11025,114:birds|104:Car,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
555,2574,2584,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
596,6286,6296,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
605,4430,4440,0,11025,114:birds|116:wind|117:rain,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
605,4432,4442,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
612,5152,5162,0,11025,105:Insects,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
624,5293,5303,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
639,222,232,0,11025,107:Southern Boobook,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
639,4969,4979,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
654,2089,2099,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
654,2091,2101,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
666,2418,2428,0,11025,104:Car|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO
668,6466,6476,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
673,3938,3948,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
716,812,822,0,11025,104:Car|116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO
724,54,64,0,11025,116:wind|117:rain,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
735,3056,3066,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
739,5,15,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
748,473,483,0,11025,114:birds|104:Car,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
760,4797,4807,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
764,2380,2390,0,11025,104:Car,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
786,475,485,0,11025,107:Southern Boobook,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
786,475,485,0,11025,102:Powerful Owl,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
786,475,485,0,11025,107:Southern Boobook,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
786,475,485,0,11025,107:Southern Boobook,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
807,4608,4618,0,11025,107:Southern Boobook,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
807,2103,2113,0,11025,114:birds,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
